Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,X90sPlayed,Goals,Ast,xG,xA,SoT.,Sh.90,SoT.90,CmpPass,CmpPass.,PPA,Prog,Touches,SuccDrib,SuccDrib.,Carries,CarryToBox,SCA,GCA,GCADrib,GCASh
Maxence Lacroix,FRA,DF,Wolfsburg,Bundesliga,20,2000,30,29,2590,28.8,0.03,0.03,0.06,0.01,11.8,0.59,0.07,50.7,84.1,0.17,3.82,74.5,0.38,73.3,48.5,0.1,0.69,0.14,0,0.07
Jason,ESP,MFDF,Valencia,La Liga,26,1994,17,4,441,4.9,0,0,0.04,0.12,0,1.02,0,19.2,66.2,1.02,2.24,46.3,1.63,40,30.6,0.41,2.04,0.2,0,0
Denis Odoi,BEL,DF,Fulham,Premier League,32,1988,3,3,270,3,0,0,0.03,0.03,50,0.67,0.33,51,82.7,0.67,3.33,71,0,0,46,0,1.67,0,0,0
Dennis Appiah,FRA,DF,Nantes,Ligue 1,28,1992,22,16,1556,17.3,0,0.12,0.01,0.06,0,0.4,0,36.6,73.6,0.81,4.57,61.8,0.81,63.6,30.9,0.12,4.9,0.42,0,0
Darko Churlinov,MKD,DFFW,Stuttgart,Bundesliga,20,2000,14,0,216,2.4,0,0.42,0.04,0.17,0,1.25,0,33.8,81.8,2.5,4.17,58.8,2.92,70,47.9,1.25,3.75,0.33,0.07,0
Yeray Álvarez,ESP,DF,Athletic Club,La Liga,25,1995,23,22,1948,21.6,0.05,0,0.02,0.02,9.1,0.51,0.05,41.4,84.4,0.19,2.59,59.6,0.37,80,34.9,0.05,0.75,0.06,0,0
Wilitty Younoussa,CMR,MFDF,Dijon,Ligue 1,18,2001,3,1,77,0.9,0,0,0,0.22,0,2.34,0,16.7,71.4,1.11,2.22,45.6,1.11,50,27.8,1.11,3.33,0,0,0
Paco Alcácer,ESP,FW,Villarreal,La Liga,26,1993,27,19,1544,17.2,0.35,0.23,0.48,0.19,50,2.1,1.05,11.7,73.5,0.41,0.52,23.1,0.41,70,12.9,0.52,3.66,0.57,0,0.05
Casimir Ninga,CHA,FW,Angers,Ligue 1,27,1993,1,0,23,0.3,0,0,0,0,0,0,0,23.3,77.8,6.67,10,50,6.67,66.7,46.7,0,0,0,0,0
Lorenzo Venuti,ITA,DF,Fiorentina,Seria A,25,1995,28,21,1757,19.5,0,0.05,0.01,0.08,0,0.2,0,29.6,73.2,0.97,3.49,48.7,0.21,28.6,30,0.21,1.33,0.1,0,0
Jamie Shackleton,ENG,MFDF,Leeds United,Premier League,20,1999,13,3,461,5.1,0,0,0,0.06,0,0,0,35.7,88.3,0.39,1.37,47.8,0.2,33.3,28.4,0.39,1.18,0.2,0,0
Ambroise Oyongo,CMR,DF,Montpellier,Ligue 1,29,1991,13,5,558,6.2,0.16,0.16,0.02,0.03,100,0.16,0.16,37.4,75.6,0.81,3.71,60.8,0.32,40,36.6,0,0.97,0.32,0,0
Rafa Soares,POR,DF,Eibar,La Liga,25,1995,19,12,1134,12.6,0,0.08,0,0.1,0,0.16,0,38.9,69.8,1.03,4.29,65.8,0.24,33.3,32,0.08,1.59,0.16,0,0
Javier Manquillo,ESP,DF,Newcastle Utd,Premier League,26,1994,13,10,825,9.2,0,0,0,0.02,0,0.11,0,32.2,74,0.43,2.28,54.3,0.43,28.6,28.3,0,0.87,0,0,0
Jack Cork,ENG,MF,Burnley,Premier League,31,1989,16,15,1350,15,0,0,0.02,0.04,0,0.33,0,27.5,82.8,0.2,1.73,41.7,0.2,42.9,24.1,0.13,2.4,0.17,0,0
M'Baye Niang,SEN,FW,Rennes,Ligue 1,25,1994,9,4,422,4.7,0.21,0,0.19,0,20,2.13,0.43,12.1,67.9,0,0.21,30,0.21,25,19.8,0.21,0.64,0,0,0
Luis Pérez,ESP,DF,Valladolid,La Liga,25,1995,22,15,1297,14.4,0,0,0.01,0.03,0,0.14,0,30.1,69.4,0.42,2.57,55,0.21,37.5,23.2,0,0.76,0,0,0
Pierre Kunde,CMR,MF,Mainz 05,Bundesliga,25,1995,11,6,513,5.7,0,0,0.02,0.16,0,1.23,0,39.3,76.2,0.88,4.04,61.9,0.18,25,40,0,1.4,0,0,0
Kenan Kodro,BIH,FWMF,Athletic Club,La Liga,26,1993,3,0,44,0.5,2,0,1.6,0,14.3,1.37,0.2,12,75,0,0,31.8,0.59,30,19,0.59,1.37,0.2,0,0
Mohamed Ali Cho,FRA,FWMF,Angers,Ligue 1,16,2004,21,1,348,3.9,0,0,0.36,0.03,0,2.59,0,17.2,63.8,0.77,1.28,47.4,1.28,35.7,35.9,0.51,2.5,0,0,0
Amad Diallo,CIV,FW,Manchester Utd,Premier League,18,2002,3,2,166,1.8,0,0.56,0,0.28,100,0.54,0.54,30,84.4,0.56,2.78,52.2,1.67,33.3,41.1,0,0.36,0.06,0,0
Axel Witsel,BEL,MF,Dortmund,Bundesliga,31,1989,15,13,1130,12.6,0,0,0.08,0.05,16.7,0.96,0.16,59.7,94,0.24,4.05,71.5,0.71,69.2,53.4,0,1.51,0.08,0,0
Miloš Veljković,SRB,DF,Werder Bremen,Bundesliga,24,1995,23,19,1723,19.1,0,0,0.03,0,25,0.21,0.05,32.7,74.9,0.21,2.51,55.2,0,0,29.8,0,0.21,0,0,0
Fabián Ruiz Peña,ESP,MF,Napoli,Seria A,24,1996,33,29,2569,28.5,0.11,0.04,0.09,0.1,34.9,1.51,0.53,66.2,88.9,1.37,5.82,83.5,0.7,64.5,60.1,0.32,3.68,0.35,0.04,0
Nicolas Cozza,FRA,DF,Montpellier,Ligue 1,21,1999,20,15,1369,15.2,0,0,0.03,0.03,0,0.07,0,32,79.7,0.46,2.96,51.8,0.79,66.7,29.1,0.13,3.29,0.55,0,0
Alfred Duncan,GHA,MF,Cagliari,Seria A,27,1993,19,12,1068,11.9,0,0.08,0.02,0.09,0,0.59,0,41.3,81.2,1.09,5.04,60.3,1.09,68.4,40.8,0.25,1.51,0.17,0,0
Ismaëlben Boura,FRA,DF,Lens,Ligue 1,19,2000,19,8,816,9.1,0,0,0.02,0.07,0,0.22,0,40.4,77.1,0.99,4.18,65.2,1.54,66.7,39.8,0.11,0.12,0,0,0
Francesco Cassata,ITA,DFMF,Genoa,Seria A,23,1997,8,2,227,2.5,0,0,0.04,0.04,100,0.4,0.4,27.6,74.2,0.4,4,50.4,0.8,40,32,0,1.5,0.04,0,0
Lucas Digne,FRA,DF,Everton,Premier League,27,1993,30,30,2681,29.8,0,0.23,0.02,0.18,0,0.44,0,41.1,72.5,1.24,3.62,67.9,0.47,60.9,33.2,0.13,2.35,0.37,0,0.07
Lino Tempelmann,GER,MFDF,Freiburg,Bundesliga,21,1999,10,2,270,3,0,0,0.07,0,0,1.33,0,42,78.3,0.33,2.67,64,0.67,66.7,39,0,1,0,0,0
Jóan Símun Edmundsson,FRO,MFFW,Arminia,Bundesliga,29,1991,5,0,58,0.6,1.67,0,0.83,0,66.7,4.66,3.1,18.3,73.3,0,1.67,45,0,0,31.7,1.67,0,0,0,0
Nikola Vukčević,MNE,MF,Levante,La Liga,28,1991,13,11,810,9,0,0,0.01,0.02,0,0.22,0,30.4,86.2,0.22,1.67,42.8,0.11,50,23.3,0.11,0.56,0,0,0
Reiss Nelson,ENG,FW,Arsenal,Premier League,20,1999,2,0,71,0.8,0,0,0,0,0,1.27,0,21.3,56.7,1.25,2.5,50,1.25,50,36.3,0,1.25,0,0,0
Filip Krovinović,CRO,MF,West Brom,Premier League,24,1995,11,5,546,6.1,0,0,0.03,0.05,25,1.32,0.33,50.5,84.4,1.15,6.56,69.5,1.31,88.9,45.7,0.33,2.79,0.16,0,0
Tom Lacoux,FRA,MF,Bordeaux,Ligue 1,18,2002,13,6,523,5.8,0,0,0.02,0.02,0,0.52,0,33.4,87.8,0.17,1.21,50.7,1.03,66.7,31.9,0,0.52,0,0,0
Ibrahima Mbaye,SEN,DF,Bologna,Seria A,25,1994,8,5,428,4.8,0.21,0,0.1,0,100,0.21,0.21,35,80.8,0,1.67,50.2,0.63,42.9,29.8,0,0.63,0,0,0
Melvin Bard,FRA,DF,Lyon,Ligue 1,19,2000,14,4,432,4.8,0,0,0.02,0.04,50,0.42,0.21,64.4,80.7,1.46,6.25,93.5,1.88,60,55.8,0.83,1,0,0,0
Kévin Malcuit,MAR,MFFW,Napoli,Seria A,29,1991,2,0,33,0.4,0,0,0,0,0,0.87,0,52.5,87.5,5,7.5,53.9,2.17,45.5,34.3,0.87,1.3,0,0,0
Christian Oliva,URU,MF,Valencia,La Liga,24,1996,9,1,198,2.2,0,0.91,0,0.09,50,0.91,0.45,38.2,81.6,0.45,2.27,55,0.91,100,35.5,0,2.27,1.82,0.45,0
Borja Valero,ESP,MFFW,Fiorentina,Seria A,35,1985,20,4,491,5.5,0,0,0.02,0.02,0,0.92,0,50.2,89.6,0.18,3.45,67.3,1.27,50,49.1,0.18,1.82,0.18,0,0
Fikayo Tomori,ENG,DF,Milan,Seria A,22,1997,17,16,1466,16.3,0.06,0,0.02,0,80,0.31,0.25,49.1,90.6,0,2.27,65.7,0.31,83.3,40.4,0,0.25,0.06,0,0
Pape Cheikh Diop,SEN,MF,Dijon,Ligue 1,22,1997,21,13,1089,12.1,0,0,0.03,0.06,0,0.5,0,44.2,87.4,0.5,3.47,58.8,0.83,66.7,40.2,0.08,1.17,0.14,0,0.04
Kwon Chang-hoon,KOR,MFFW,Freiburg,Bundesliga,26,1994,12,1,216,2.4,0,0,0.04,0,0,1.25,0,22.5,76.1,0,2.92,44.2,2.92,63.6,28.8,0,1.46,0,0,0
Andrea Masiello,ITA,DF,Genoa,Seria A,34,1986,30,30,2563,28.5,0,0,0.01,0.01,0,0.18,0,41.3,85.4,0.39,2.77,58,0.07,66.7,33.4,0.04,0.49,0,0,0
Lucien Agoume,FRA,MF,Spezia,Seria A,18,2002,12,9,800,8.9,0,0,0,0.01,0,0.23,0,49.8,89.7,0.45,4.04,63.9,0.45,57.1,41,0.11,0.67,0.22,0,0
Sofiane Alakouch,FRA,DF,Nîmes,Ligue 1,22,1998,22,17,1505,16.7,0,0.12,0.01,0.07,0,0.3,0,43.5,79.6,0.66,3.89,68.4,1.32,64.7,39.3,0.24,1.65,0.2,0,0
Alex Baena,ESP,MF,Villarreal,La Liga,19,2001,6,2,137,1.5,0,0,0.07,0.07,50,1.31,0.66,28,76.4,0.67,2,47.3,0.67,100,34.7,0,0.78,0.09,0,0
Tyler Adams,USA,DFMF,RB Leipzig,Bundesliga,21,1999,27,21,1850,20.6,0.05,0.05,0.04,0.04,57.1,0.34,0.19,57.5,86.1,0.92,4.37,78.4,0.87,85.7,51.8,0.19,1.31,0.15,0,0
Deyovaisio Zeefuik,NED,DFMF,Hertha BSC,Bundesliga,22,1998,22,10,905,10.1,0.1,0,0,0.17,100,0.2,0.2,36.6,75.7,1.58,3.07,62.5,1.29,40.6,30.9,0.5,2.67,0,0,0
Moreto Cassamã,GNB,MF,Reims,Ligue 1,22,1998,29,26,2031,22.6,0.04,0.04,0.01,0.04,18.2,0.49,0.09,53.8,87.3,0.22,4.42,70.4,0.97,81.5,51.5,0,3.33,1.67,0,0
Wesley Fofana,FRA,DF,Saint-Étienne,Ligue 1,19,2000,4,3,315,3.5,0,0,0.06,0,0,0.57,0,42.3,80.4,0,3.14,64.9,0.57,66.7,36.3,0,0.86,0,0,0
Stefan Bell,GER,DF,Mainz 05,Bundesliga,28,1991,16,16,1266,14.1,0.07,0.07,0.03,0.09,28.6,0.5,0.14,29.6,78.7,0.14,1.99,52.4,0,0,22.7,0,1.12,0.07,0,0
Haris Belkebla,ALG,MF,Brest,Ligue 1,26,1994,35,33,2727,30.3,0,0,0.02,0.02,0,0.23,0,41.1,87.4,0.4,2.74,55.8,0.83,69.4,40,0.07,3.33,0,0,0
Julian Ryerson,NOR,DFMF,Union Berlin,Bundesliga,22,1997,24,10,1069,11.9,0,0.17,0.02,0.11,0,0.51,0,35.2,73.5,0.5,2.35,58.9,1.01,70.6,35.2,0.08,1.51,0,0,0
Giuseppe Cuomo,ITA,DF,Crotone,Seria A,22,1998,13,8,801,8.9,0,0,0.02,0,0,0.22,0,46.7,82.4,0.11,2.7,69,0.45,30.8,42,0,4.39,0.38,0,0.08
Craig Dawson,ENG,DF,West Ham,Premier League,30,1990,22,22,1925,21.4,0.14,0,0.08,0,31.3,0.75,0.23,27.7,82.5,0.05,1.17,44.2,0,0,23.2,0,0.48,0,0,0
Javi López,ESP,DFMF,Alavés,La Liga,18,2002,9,1,248,2.8,0,0,0.04,0.04,100,0.36,0.36,40.4,77.4,1.43,2.5,65.4,1.43,57.1,40.7,0.71,1.07,0,0,0
Juan Cuadrado,COL,DFMF,Juventus,Seria A,32,1988,30,26,2175,24.2,0.08,0.41,0.08,0.3,33.3,0.74,0.25,61.6,82.9,1.53,6.2,84.6,2.31,72.7,60.3,1.32,0.83,0.05,0,0
Mehmet-Can Aydin,GER,DF,Schalke 04,Bundesliga,18,2002,6,6,500,5.6,0,0,0,0.09,0,0.18,0,24.8,68.5,0.36,2.32,48.6,0.54,37.5,22.3,0.18,2.19,0.4,0.07,0
Helibelton Palacios,COL,DF,Elche,La Liga,27,1993,11,8,743,8.3,0,0,0,0.01,0,0,0,29.4,73.9,0.6,1.69,49.5,0.72,66.7,27.5,0.12,0.96,0.12,0,0
Lukas Klostermann,GER,DF,RB Leipzig,Bundesliga,24,1996,23,15,1446,16.1,0.06,0,0.05,0.03,16.7,0.75,0.12,63.3,88.4,0.62,4.91,81.4,0.19,37.5,54.2,0.12,1.3,0.06,0,0
Stéphane Diarra,FRA,FWMF,Lorient,Ligue 1,21,1998,13,2,197,2.2,0,0,0.05,0.14,100,0.91,0.91,27.3,70.6,3.64,2.27,59.1,1.82,30.8,42.7,0.45,1.46,0.07,0,0
Bosko Sutalo,CRO,DF,Atalanta,Seria A,20,2000,7,3,233,2.6,0,0,0,0.08,0,0,0,50,83.9,0,3.08,71.9,0.38,50,50,0,1.92,0.38,0,0
Rob Holding,ENG,DF,Arsenal,Premier League,24,1995,30,28,2558,28.4,0,0.04,0.04,0.01,14.3,0.49,0.07,55.6,89.3,0.21,3.56,72.9,0.32,75,49.9,0,0.42,0.11,0,0
Adam Ounas,ALG,FWMF,Crotone,Seria A,23,1996,15,15,1199,13.3,0.3,0.3,0.15,0.27,0,1.75,0,29.2,78.7,2.11,4.59,53.5,5.88,74.1,43.5,0.59,3.82,0.59,0,0
Lionel Messi,ARG,FWMF,Barcelona,La Liga,33,1987,35,33,3023,33.6,0.89,0.27,0.7,0.32,44.7,5.66,2.53,59.2,82.3,4.32,9.43,86.8,4.43,65.1,72.5,1.46,7.17,1.13,0.24,0.09
Daniel Jebbison,ENG,FW,Sheffield Utd,Premier League,17,2003,4,3,284,3.2,0.31,0,0.5,0,50,1.27,0.63,7.5,70.6,0,0.31,23.8,0.63,66.7,10.9,0.31,1.25,0,0,0
Christian Maggio,ITA,DF,Benevento,Seria A,38,1982,8,2,297,3.3,0,0,0.03,0,0,0.61,0,33.3,76.4,0,2.42,54.2,0.3,25,27.6,0,0.3,0,0,0
Alexis Flips,FRA,MF,Reims,Ligue 1,20,2000,2,0,43,0.5,2,0,0.2,0,50,4.19,2.09,16,53.3,0,0,54,0,0,38,0,2,0,0,0
Rolando Mandragora,ITA,MF,Udinese,Seria A,23,1997,10,3,398,4.4,0,0,0.18,0.05,44.4,2.04,0.9,29.8,79.4,1.36,4.09,49.8,0.68,100,30.2,0.45,1.59,0.23,0,0
Benno Schmitz,GER,DF,Köln,Bundesliga,25,1994,12,4,416,4.6,0,0.22,0.07,0.09,25,0.87,0.22,38.7,72.4,0.65,6.09,65.9,0,0,32.2,0,2.61,0.22,0,0
Rafa Mir,ESP,FW,Huesca,La Liga,23,1997,38,32,2877,32,0.41,0.03,0.42,0.06,38.6,3.57,1.38,8.75,59.3,0.22,1.03,25.5,0.53,63,12,0.53,0.88,0.06,0,0
Manolo Portanova,ITA,FWMF,Juventus,Seria A,20,2000,2,1,70,0.8,0,0,0.75,0,100,1.36,1.36,26.3,91.3,0,0,60,1.43,33.3,45.7,0,5.71,1.43,0,0
Konrad Laimer,AUT,DFFW,RB Leipzig,Bundesliga,23,1997,3,1,84,0.9,0,0,0.44,0,66.7,3.21,2.14,43.3,76.5,1.11,4.44,74.4,0,0,38.9,0,1.11,0,0,0
Alessandro Tripaldelli,ITA,DF,Cagliari,Seria A,21,1999,10,3,300,3.3,0,0,0,0.06,0,0,0,24.2,64.5,0.3,4.24,52.1,0.61,33.3,25.2,0.3,0.3,0,0,0
Aarón Martín,ESP,DF,Celta Vigo,La Liga,23,1997,19,17,1540,17.1,0,0.18,0.01,0.07,0,0.34,0,40.4,80.2,0.53,2.63,63.4,1.72,71.4,40.3,0,1.72,0,0,0
James McCarthy,IRL,MF,Crystal Palace,Premier League,29,1990,16,10,821,9.1,0,0,0,0.03,0,0.11,0,27.9,77.2,0.44,2.64,44.1,0.33,60,21.9,0,1.32,0.11,0,0
Kévin Malcuit,MAR,DF,Fiorentina,Seria A,29,1991,5,2,207,2.3,0,0,0.04,0.04,0,0,0,27.8,70.3,0.43,2.61,77.5,2.5,50,57.5,0,0,0,0,0
Mamor Niang,SEN,FWMF,Getafe,La Liga,18,2002,1,0,22,0.2,0,0,0.5,0,0,4.09,0,20,80,0,0,70,10,66.7,45,0,0,0,0,0
Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,30,1990,16,16,1347,15,0,0,0,0.09,100,0.07,0.07,44.7,76.6,0.93,3.6,66.6,0.33,41.7,38.4,0.13,0,0,0,0
Yordan Osorio,VEN,DF,Parma,Seria A,26,1994,23,21,1809,20.1,0,0,0.02,0,12.5,0.4,0.05,51.1,89.9,0.1,1.89,68.5,0.8,80,44.1,0,0.35,0.05,0,0
Tom Cairney,SCO,MF,Fulham,Premier League,29,1991,10,9,759,8.4,0.12,0.12,0.08,0.17,33.3,1.42,0.47,65.6,88.7,1.19,3.81,82,1.43,66.7,64.9,0.12,0,0,0,0
Thomas Partey,GHA,MF,Arsenal,Premier League,27,1993,24,18,1534,17,0,0.12,0.08,0.06,15.4,1.53,0.23,56.8,86.9,0.59,6.35,76.7,1.35,71.9,57.4,0.06,1.71,0.24,0.06,0
Marley Aké,FRA,FW,Marseille,Ligue 1,19,2001,9,0,146,1.6,0,0,0.69,0,0,2.47,0,17.5,80,0,1.25,40.6,2.5,57.1,25.6,1.25,0.52,0,0,0
James Milner,ENG,MFDF,Liverpool,Premier League,34,1986,26,11,1070,11.9,0,0.08,0.03,0.1,25,1.01,0.25,65.2,84.9,2.18,7.48,88.7,0.5,46.2,57.6,0.08,1.85,0.08,0,0
Dara O'Shea,IRL,DF,West Brom,Premier League,21,1999,28,25,2102,23.4,0,0,0.01,0,0,0.17,0,24.2,66,0.17,2.44,50,0.21,45.5,20,0.04,0.73,0.09,0,0
Maxime Poundjé,FRA,DF,Bordeaux,Ligue 1,27,1992,14,4,491,5.5,0,0,0,0.02,0,0.18,0,34.7,72.3,0.55,1.64,57.5,2,73.3,37.5,0,0.91,0,0,0
Curtis Jones,ENG,MF,Liverpool,Premier League,19,2001,24,13,1179,13.1,0.08,0.15,0.11,0.12,42.1,1.45,0.61,67.9,91.2,1.68,5.04,85.6,1.15,51.7,68.2,0.69,2.82,0.31,0,0
Mehdi Abeid,ALG,MF,Nantes,Ligue 1,27,1992,18,15,1320,14.7,0,0,0.07,0.05,0,1.36,0,41.9,85,0.48,2.86,59.3,1.56,71.9,40.5,0.07,1.9,0.07,0,0
Antonio Rüdiger,GER,DF,Chelsea,Premier League,27,1993,19,19,1710,19,0.05,0,0.06,0.02,42.9,0.74,0.32,70.5,90.8,0.21,2.74,86.9,0.16,50,62.2,0.05,0.74,0.05,0,0
Okay Yokuşlu,TUR,MF,Celta Vigo,La Liga,26,1994,12,3,462,5.1,0,0,0.08,0.06,0,0.58,0,46.7,86.2,0.39,2.35,65.7,1.18,66.7,43.3,0.2,1.37,0,0,0
Denis Drăguș,ROU,FWMF,Crotone,Seria A,21,1999,9,1,177,2,0,0,0.05,0,0,2.03,0,26.5,74.6,2,3,53.5,3,75,41.5,0,1,0.5,0,0
Tom Davies,ENG,MF,Everton,Premier League,22,1998,25,17,1423,15.8,0,0.06,0.01,0.06,0,0.44,0,36.3,83.8,0.44,2.97,54.2,1.01,72.7,34,0.13,1.13,0.27,0.07,0
Giovanni Simeone,ARG,FW,Cagliari,Seria A,25,1995,33,19,1740,19.3,0.31,0.1,0.42,0.06,30.2,2.22,0.67,13.1,73.8,0.16,0.47,29.6,1.09,80.8,17.4,0.57,1.61,0.16,0,0
Shinji Okazaki,JPN,FWMF,Huesca,La Liga,34,1986,25,14,1128,12.5,0.08,0.08,0.16,0.02,21.1,1.52,0.32,10.6,76.3,0.16,0.72,22.7,0.4,38.5,13.6,0.16,1.2,0.16,0,0.08
Sava Cestic,SRB,DF,Köln,Bundesliga,19,2001,11,11,899,10,0,0,0.01,0.01,0,0.1,0,30.7,75.8,0.1,2.4,53.3,0.5,71.4,29.2,0,5.37,0.49,0,0.24
Alexander Djiku,GHA,DFMF,Strasbourg,Ligue 1,25,1994,30,29,2552,28.4,0,0,0.06,0.02,13.3,0.53,0.07,40.1,86.6,0.04,2.04,59,0.25,87.5,34.3,0.04,0.6,0,0,0
Timothy Fosu-Mensah,NED,DF,Leverkusen,Bundesliga,22,1998,6,5,409,4.5,0,0,0.04,0.02,33.3,0.66,0.22,67.6,86.4,1.33,6.44,88.9,0.89,57.1,59.1,0.22,1.33,0,0,0
Emmanuel Dennis,NGA,FW,Köln,Bundesliga,22,1997,9,6,474,5.3,0,0.19,0.11,0.23,0,0.95,0,18.5,70.5,0.57,0.57,39.2,2.64,58.3,27.5,0.57,1.55,0.17,0,0
Šime Vrsaljko,CRO,DF,Atlético Madrid,La Liga,28,1992,9,6,519,5.8,0,0,0,0,0,0,0,36.4,67.8,1.55,4.66,64.8,0.34,66.7,30.5,0,0.52,0,0,0
Felix Passlack,GER,DF,Dortmund,Bundesliga,22,1998,7,3,362,4,0.25,0,0.23,0.05,20,1.24,0.25,64,84.5,1.25,3.5,87.3,0.75,50,57,0,1.5,0,0,0
Saidou Sow,GUI,DF,Saint-Étienne,Ligue 1,18,2002,15,10,1000,11.1,0,0,0.01,0.01,50,0.18,0.09,43.5,86.1,0.09,2.25,62.3,0.27,100,38.4,0,0.18,0,0,0
DeAndre Yedlin,USA,DF,Newcastle Utd,Premier League,27,1993,6,5,436,4.8,0,0,0.02,0.02,0,0.41,0,23.1,64.5,1.25,2.71,46.3,0.21,50,21,0.21,1.25,0,0,0
Guus Til,NED,FW,Freiburg,Bundesliga,22,1997,7,1,125,1.4,0,0,0.21,0,50,1.44,0.72,15.7,62.9,0,0,39.3,0,0,27.1,0,0.71,0,0,0
Alex Sandro,BRA,DF,Juventus,Seria A,29,1991,26,20,1858,20.6,0.1,0.05,0.06,0.08,21.4,0.68,0.15,59.4,85.8,1.21,6.31,79.5,0.78,76.2,54.6,0.39,1.84,0.29,0,0
Alexis Trouillet,FRA,MF,Nice,Ligue 1,19,2000,5,1,109,1.2,0,0,0.08,0.33,0,1.65,0,46.7,82.4,1.67,5.83,75,0.83,50,58.3,0.83,3.33,0,0,0
Josema,ESP,DF,Elche,La Liga,24,1996,29,21,1966,21.8,0,0.05,0.01,0.03,0,0.27,0,36,77.2,0.37,1.61,57.2,0.37,72.7,31.1,0,0.64,0.05,0,0
Akaki Gogia,GER,FWMF,Union Berlin,Bundesliga,28,1992,7,0,140,1.6,0,0.63,0.06,0.25,100,1.29,1.29,28.8,80.7,0.63,4.38,46.9,2.5,66.7,37.5,0,3.13,1.88,0,0
Joaquín Muñoz,ESP,FW,Huesca,La Liga,21,1999,3,0,41,0.5,0,0,0,0,100,2.2,2.2,24,63.2,0,0,62,6,60,46,2,4,0,0,0
Alfon,ESP,MF,Celta Vigo,La Liga,21,1999,2,0,34,0.4,0,0,0,0.25,100,2.65,2.65,37.5,100,2.5,2.5,52.5,2.5,50,47.5,0,3.65,0.39,0,0.03
José Fontán,ESP,DF,Celta Vigo,La Liga,20,2000,14,7,652,7.2,0,0,0.08,0,60,0.69,0.41,38.6,81.8,0.28,4.03,60.3,0.56,100,33.9,0,0.56,0,0,0
Eugeni Valderrama,ESP,FWMF,Huesca,La Liga,26,1994,3,1,115,1.3,0,0,0,0.08,0,0,0,53.8,85.4,0,3.08,71.5,0.77,50,50,0,3.08,0,0,0
Charlie Austin,ENG,FW,West Brom,Premier League,31,1989,5,0,138,1.5,0,0,0.13,0,0,1.96,0,16.7,73.5,0,2.67,38.7,1.33,50,23.3,0.67,1.91,0.22,0.06,0
Álex Berenguer,ESP,MF,Torino,Seria A,25,1995,2,2,131,1.5,0,0,0.2,0,100,1.37,1.37,21.3,68.1,0.67,2,44,1.33,50,30,0,2.25,0.32,0,0
Pedro Mendes,POR,DF,Montpellier,Ligue 1,29,1990,22,19,1626,18.1,0.11,0,0.05,0.01,37.5,0.44,0.17,37.5,84.5,0.11,2.15,53.3,0.17,100,31.5,0,0.33,0,0,0
Jaume Costa,ESP,DFMF,Villarreal,La Liga,32,1988,14,3,351,3.9,0,0.26,0.03,0.08,0,0.51,0,51.3,84.4,1.28,2.31,73.3,1.03,57.1,42.3,0.26,1.64,0.47,0,0
Josh Maja,NGA,FW,Bordeaux,Ligue 1,21,1998,17,11,804,8.9,0.22,0,0.35,0.07,35,2.22,0.78,18.5,88.2,0.34,0.67,29.3,1.56,87.5,21.6,0.11,2,0,0,0
Raphael Framberger,GER,DF,Augsburg,Bundesliga,24,1995,21,19,1540,17.1,0,0.06,0,0.12,100,0.06,0.06,28.5,66.1,0.76,3.1,57.8,0.76,41.9,26.3,0.29,1.23,0.06,0,0
Vittorio Parigini,ITA,FWDF,Genoa,Seria A,24,1996,4,0,56,0.6,0,0,0,0,100,1.61,1.61,25,57.7,1.67,0,58.3,1.67,50,38.3,0,1.67,0,0,0
Omenuke Mfulu,COD,MF,Elche,La Liga,26,1994,20,9,789,8.8,0,0,0.01,0,0,0.34,0,34,88.7,0,1.93,47.5,0.11,25,27.4,0,0.23,0,0,0
Kelyan Guessoum,FRA,DF,Nîmes,Ligue 1,21,1999,15,11,1128,12.5,0,0,0.02,0,40,0.4,0.16,40.4,90.5,0.16,1.12,55.4,0.08,100,36.2,0,0.24,0.08,0,0
Marc Bartra,ESP,DF,Betis,La Liga,29,1991,19,19,1694,18.8,0,0.05,0.02,0.04,36.4,0.58,0.21,41.6,81.2,0.05,1.6,61.6,0.32,100,35.6,0.05,1.94,0.56,0,0
Fredrik Jensen,FIN,FWMF,Augsburg,Bundesliga,22,1997,13,1,377,4.2,0,0.24,0.07,0.24,0,1.19,0,16.2,68,0.95,0.95,37.1,1.67,46.7,26.4,0.24,2.14,0.71,0.24,0.24
Iyenoma Udogie,ITA,DFMF,Hellas Verona,Seria A,17,2002,6,0,170,1.9,0,0,0.16,0,0,0.53,0,52.1,85.3,0,1.05,73.7,0.53,50,51.6,0,1.05,0,0,0
Sam Field,ENG,MF,West Brom,Premier League,22,1998,3,0,62,0.7,0,0,0,0,0,0,0,21.4,65.2,0,2.86,62.9,1.43,50,20,0,0,0,0,0
Thomas Fontaine,MAD,DF,Lorient,Ligue 1,29,1991,4,4,320,3.6,0,0,0.03,0,50,0.56,0.28,24.7,89,0,1.11,36.9,0,0,19.7,0,0,0,0,0
Luca Mora,ITA,MFFW,Spezia,Seria A,32,1988,4,1,113,1.3,0,0,0.08,0,100,0.8,0.8,31.5,68.3,0,3.08,56.9,1.54,66.7,38.5,0,0.77,0,0,0
